painting,style
StyleCAN2/highest_NN_dist000786.png,StyleCAN2
StyleCAN2/highest_shape_entropy000964.png,StyleCAN2
StyleCAN2/highest_shape_entropy000690.png,StyleCAN2
StyleCAN2/random000874.png,StyleCAN2
StyleCAN2/random000553.png,StyleCAN2
StyleCAN2/highest_NN_dist000690.png,StyleCAN2
StyleCAN2/random000242.png,StyleCAN2
StyleCAN2/random000773.png,StyleCAN2
StyleCAN2/highest_shape_entropy000834.png,StyleCAN2
StyleCAN2/highest_NN_dist000350.png,StyleCAN2
StyleCAN2/random000297.png,StyleCAN2
StyleCAN2/highest_shape_entropy000820.png,StyleCAN2
StyleCAN2/random000047.png,StyleCAN2
StyleCAN2/highest_shape_entropy000611.png,StyleCAN2
StyleCAN2/highest_NN_dist000467.png,StyleCAN2
StyleCAN2/highest_shape_entropy000081.png,StyleCAN2
StyleCAN2/lowest_NN_dist000438.png,StyleCAN2
StyleCAN2/highest_NN_dist000939.png,StyleCAN2
StyleCAN2/random000701.png,StyleCAN2
StyleCAN2/random000612.png,StyleCAN2
StyleCAN2/lowest_NN_dist000170.png,StyleCAN2
StyleCAN2/random000824.png,StyleCAN2
StyleCAN2/highest_shape_entropy000295.png,StyleCAN2
StyleCAN2/highest_shape_entropy000578.png,StyleCAN2
StyleCAN2/random000844.png,StyleCAN2
StyleCAN2/random000651.png,StyleCAN2
StyleCAN2/lowest_NN_dist000264.png,StyleCAN2
StyleCAN2/random000467.png,StyleCAN2
StyleCAN2/lowest_NN_dist000433.png,StyleCAN2
StyleCAN2/lowest_NN_dist000254.png,StyleCAN2
StyleCAN2/random000832.png,StyleCAN2
StyleCAN2/highest_NN_dist000461.png,StyleCAN2
StyleCAN2/random000070.png,StyleCAN2
StyleCAN2/random000788.png,StyleCAN2
StyleCAN2/highest_NN_dist000866.png,StyleCAN2
StyleCAN2/random000983.png,StyleCAN2
StyleCAN2/random000900.png,StyleCAN2
StyleCAN2/random000506.png,StyleCAN2
StyleCAN2/lowest_NN_dist000168.png,StyleCAN2
StyleCAN2/highest_shape_entropy000686.png,StyleCAN2
StyleCAN2/highest_shape_entropy000035.png,StyleCAN2
StyleCAN2/lowest_NN_dist000656.png,StyleCAN2
StyleCAN2/lowest_NN_dist000974.png,StyleCAN2
StyleCAN2/lowest_NN_dist000392.png,StyleCAN2
StyleCAN2/lowest_NN_dist000477.png,StyleCAN2
StyleCAN2/highest_shape_entropy000615.png,StyleCAN2
StyleCAN2/highest_NN_dist000862.png,StyleCAN2
StyleCAN2/random000588.png,StyleCAN2
StyleCAN2/highest_NN_dist000539.png,StyleCAN2
StyleCAN2/random000545.png,StyleCAN2
StyleCAN2/lowest_NN_dist000258.png,StyleCAN2
StyleCAN2/highest_shape_entropy000510.png,StyleCAN2
StyleCAN2/lowest_NN_dist000358.png,StyleCAN2
StyleCAN2/random000190.png,StyleCAN2
StyleCAN2/highest_NN_dist000185.png,StyleCAN2
StyleCAN2/random000572.png,StyleCAN2
StyleCAN2/lowest_NN_dist000839.png,StyleCAN2
StyleCAN2/highest_shape_entropy000282.png,StyleCAN2
StyleCAN2/highest_NN_dist000377.png,StyleCAN2
StyleCAN2/highest_NN_dist000040.png,StyleCAN2
StyleCAN2/highest_NN_dist000111.png,StyleCAN2
StyleCAN2/lowest_NN_dist000269.png,StyleCAN2
StyleCAN2/highest_NN_dist000917.png,StyleCAN2
StyleCAN2/lowest_NN_dist000790.png,StyleCAN2
StyleCAN2/highest_NN_dist000652.png,StyleCAN2
StyleCAN2/lowest_NN_dist000745.png,StyleCAN2
StyleCAN2/random000117.png,StyleCAN2
StyleCAN2/highest_shape_entropy000973.png,StyleCAN2
StyleCAN2/lowest_NN_dist000998.png,StyleCAN2
StyleCAN2/random000480.png,StyleCAN2
StyleCAN2/highest_shape_entropy000861.png,StyleCAN2
StyleCAN2/lowest_NN_dist000025.png,StyleCAN2
StyleCAN2/highest_shape_entropy000769.png,StyleCAN2
StyleCAN2/highest_shape_entropy000592.png,StyleCAN2
StyleCAN2/lowest_NN_dist000864.png,StyleCAN2
StyleCAN2/highest_NN_dist000014.png,StyleCAN2
StyleCAN2/highest_shape_entropy000183.png,StyleCAN2
StyleCAN2/lowest_NN_dist000262.png,StyleCAN2
StyleCAN2/highest_shape_entropy000160.png,StyleCAN2
StyleCAN2/highest_NN_dist000927.png,StyleCAN2
StyleCAN2/random000964.png,StyleCAN2
StyleCAN2/lowest_NN_dist000865.png,StyleCAN2
StyleCAN2/random000204.png,StyleCAN2
StyleCAN2/highest_NN_dist000660.png,StyleCAN2
StyleCAN2/highest_NN_dist000183.png,StyleCAN2
StyleCAN2/highest_NN_dist000134.png,StyleCAN2
StyleCAN2/highest_NN_dist000136.png,StyleCAN2
StyleCAN2/random000180.png,StyleCAN2
StyleCAN2/random000046.png,StyleCAN2
StyleCAN2/lowest_NN_dist000699.png,StyleCAN2
StyleCAN2/highest_NN_dist000837.png,StyleCAN2
StyleCAN2/highest_shape_entropy000788.png,StyleCAN2
StyleCAN2/lowest_NN_dist000465.png,StyleCAN2
StyleCAN2/highest_NN_dist000148.png,StyleCAN2
StyleCAN2/highest_shape_entropy000579.png,StyleCAN2
StyleCAN2/random000427.png,StyleCAN2
StyleCAN2/highest_shape_entropy000419.png,StyleCAN2
StyleCAN2/highest_shape_entropy000337.png,StyleCAN2
StyleCAN2/highest_shape_entropy000078.png,StyleCAN2
StyleCAN2/highest_shape_entropy000999.png,StyleCAN2
StyleCAN2/highest_shape_entropy000190.png,StyleCAN2
StyleCAN2/highest_shape_entropy000742.png,StyleCAN2
StyleCAN2/random000487.png,StyleCAN2
StyleCAN2/lowest_NN_dist000414.png,StyleCAN2
StyleCAN2/highest_NN_dist000452.png,StyleCAN2
StyleCAN2/random000287.png,StyleCAN2
StyleCAN2/highest_NN_dist000158.png,StyleCAN2
StyleCAN2/lowest_NN_dist000482.png,StyleCAN2
StyleCAN2/highest_shape_entropy000468.png,StyleCAN2
StyleCAN2/highest_shape_entropy000796.png,StyleCAN2
StyleCAN2/lowest_NN_dist000122.png,StyleCAN2
StyleCAN2/highest_shape_entropy000881.png,StyleCAN2
StyleCAN2/highest_NN_dist000266.png,StyleCAN2
StyleCAN2/lowest_NN_dist000598.png,StyleCAN2
StyleCAN2/lowest_NN_dist000244.png,StyleCAN2
StyleCAN2/highest_NN_dist000819.png,StyleCAN2
StyleCAN2/highest_NN_dist000068.png,StyleCAN2
StyleCAN2/lowest_NN_dist000822.png,StyleCAN2
StyleCAN2/highest_shape_entropy000709.png,StyleCAN2
StyleCAN2/random000440.png,StyleCAN2
StyleCAN2/random000437.png,StyleCAN2
StyleCAN2/highest_NN_dist000769.png,StyleCAN2
StyleCAN2/highest_shape_entropy000226.png,StyleCAN2
StyleCAN2/highest_NN_dist000160.png,StyleCAN2
StyleCAN2/lowest_NN_dist000801.png,StyleCAN2
StyleCAN2/highest_shape_entropy000628.png,StyleCAN2
StyleCAN2/random000419.png,StyleCAN2
StyleCAN2/highest_NN_dist000574.png,StyleCAN2
StyleCAN2/highest_NN_dist000873.png,StyleCAN2
StyleCAN2/lowest_NN_dist000722.png,StyleCAN2
StyleCAN2/lowest_NN_dist000250.png,StyleCAN2
StyleCAN2/random000922.png,StyleCAN2
StyleCAN2/highest_NN_dist000733.png,StyleCAN2
StyleCAN2/highest_shape_entropy000730.png,StyleCAN2
StyleCAN2/highest_shape_entropy000516.png,StyleCAN2
StyleCAN2/random000661.png,StyleCAN2
StyleCAN2/random000669.png,StyleCAN2
StyleCAN2/highest_shape_entropy000821.png,StyleCAN2
StyleCAN2/random000948.png,StyleCAN2
StyleCAN2/lowest_NN_dist000276.png,StyleCAN2
StyleCAN2/random000930.png,StyleCAN2
StyleCAN2/highest_shape_entropy000893.png,StyleCAN2
StyleCAN2/lowest_NN_dist000860.png,StyleCAN2
StyleCAN2/highest_shape_entropy000085.png,StyleCAN2
StyleCAN2/lowest_NN_dist000992.png,StyleCAN2
StyleCAN2/highest_shape_entropy000744.png,StyleCAN2
StyleCAN2/highest_shape_entropy000223.png,StyleCAN2
StyleCAN2/highest_NN_dist000565.png,StyleCAN2
StyleCAN2/highest_NN_dist000324.png,StyleCAN2
StyleCAN2/highest_shape_entropy000564.png,StyleCAN2
StyleCAN2/lowest_NN_dist000286.png,StyleCAN2
StyleCAN2/lowest_NN_dist000584.png,StyleCAN2
StyleCAN2/highest_NN_dist000086.png,StyleCAN2
StyleCAN2/highest_NN_dist000020.png,StyleCAN2
StyleCAN2/highest_NN_dist000097.png,StyleCAN2
StyleCAN2/highest_shape_entropy000048.png,StyleCAN2
StyleCAN2/highest_NN_dist000005.png,StyleCAN2
StyleCAN2/highest_NN_dist000389.png,StyleCAN2
StyleCAN2/highest_NN_dist000306.png,StyleCAN2
StyleCAN2/highest_shape_entropy000519.png,StyleCAN2
StyleCAN2/highest_NN_dist000789.png,StyleCAN2
StyleCAN2/random000402.png,StyleCAN2
StyleCAN2/lowest_NN_dist000723.png,StyleCAN2
StyleCAN2/highest_NN_dist000943.png,StyleCAN2
StyleCAN2/lowest_NN_dist000626.png,StyleCAN2
StyleCAN2/highest_NN_dist000256.png,StyleCAN2
StyleCAN2/random000227.png,StyleCAN2
StyleCAN2/lowest_NN_dist000637.png,StyleCAN2
StyleCAN2/highest_NN_dist000352.png,StyleCAN2
StyleCAN2/highest_shape_entropy000362.png,StyleCAN2
StyleCAN2/lowest_NN_dist000609.png,StyleCAN2
StyleCAN2/highest_NN_dist000241.png,StyleCAN2
StyleCAN2/highest_NN_dist000218.png,StyleCAN2
StyleCAN2/highest_shape_entropy000916.png,StyleCAN2
StyleCAN2/highest_shape_entropy000577.png,StyleCAN2
StyleCAN2/lowest_NN_dist000832.png,StyleCAN2
StyleCAN2/lowest_NN_dist000043.png,StyleCAN2
StyleCAN2/highest_shape_entropy000289.png,StyleCAN2
StyleCAN2/highest_shape_entropy000667.png,StyleCAN2
StyleCAN2/random000044.png,StyleCAN2
StyleCAN2/random000608.png,StyleCAN2
StyleCAN2/random000311.png,StyleCAN2
StyleCAN2/highest_NN_dist000325.png,StyleCAN2
StyleCAN2/lowest_NN_dist000805.png,StyleCAN2
StyleCAN2/lowest_NN_dist000239.png,StyleCAN2
StyleCAN2/highest_shape_entropy000807.png,StyleCAN2
StyleCAN2/highest_NN_dist000295.png,StyleCAN2
StyleCAN2/highest_NN_dist000177.png,StyleCAN2
StyleCAN2/highest_NN_dist000385.png,StyleCAN2
StyleCAN2/highest_NN_dist000067.png,StyleCAN2
StyleCAN2/lowest_NN_dist000594.png,StyleCAN2
StyleCAN2/random000157.png,StyleCAN2
StyleCAN2/lowest_NN_dist000033.png,StyleCAN2
StyleCAN2/lowest_NN_dist000944.png,StyleCAN2
StyleCAN2/random000103.png,StyleCAN2
StyleCAN2/random000520.png,StyleCAN2
StyleCAN2/random000656.png,StyleCAN2
StyleCAN2/highest_shape_entropy000145.png,StyleCAN2
StyleCAN2/highest_shape_entropy000721.png,StyleCAN2
StyleCAN2/highest_NN_dist000617.png,StyleCAN2
StyleCAN2/highest_NN_dist000764.png,StyleCAN2
StyleCAN2/highest_NN_dist000921.png,StyleCAN2
StyleCAN2/random000989.png,StyleCAN2
StyleCAN2/lowest_NN_dist000447.png,StyleCAN2
StyleCAN2/highest_shape_entropy000493.png,StyleCAN2
StyleCAN2/random000124.png,StyleCAN2
StyleCAN2/highest_NN_dist000573.png,StyleCAN2
StyleCAN2/highest_NN_dist000413.png,StyleCAN2
StyleCAN2/highest_shape_entropy000727.png,StyleCAN2
StyleCAN2/highest_NN_dist000621.png,StyleCAN2
StyleCAN2/highest_shape_entropy000833.png,StyleCAN2
StyleCAN2/lowest_NN_dist000502.png,StyleCAN2
StyleCAN2/random000333.png,StyleCAN2
StyleCAN2/lowest_NN_dist000935.png,StyleCAN2
StyleCAN2/highest_NN_dist000849.png,StyleCAN2
StyleCAN2/random000357.png,StyleCAN2
StyleCAN2/highest_NN_dist000380.png,StyleCAN2
StyleCAN2/highest_NN_dist000826.png,StyleCAN2
StyleCAN2/highest_shape_entropy000825.png,StyleCAN2
StyleCAN2/highest_NN_dist000449.png,StyleCAN2
StyleCAN2/random000128.png,StyleCAN2
StyleCAN2/lowest_NN_dist000681.png,StyleCAN2
StyleCAN2/random000291.png,StyleCAN2
StyleCAN2/highest_shape_entropy000819.png,StyleCAN2
StyleCAN2/highest_shape_entropy000471.png,StyleCAN2
StyleCAN2/highest_shape_entropy000598.png,StyleCAN2
StyleCAN2/random000003.png,StyleCAN2
StyleCAN2/highest_NN_dist000665.png,StyleCAN2
StyleCAN2/highest_shape_entropy000059.png,StyleCAN2
StyleCAN2/highest_shape_entropy000006.png,StyleCAN2
StyleCAN2/random000650.png,StyleCAN2
StyleCAN2/highest_NN_dist000694.png,StyleCAN2
StyleCAN2/lowest_NN_dist000044.png,StyleCAN2
StyleCAN2/random000270.png,StyleCAN2
StyleCAN2/lowest_NN_dist000712.png,StyleCAN2
StyleCAN2/random000371.png,StyleCAN2
StyleCAN2/highest_shape_entropy000613.png,StyleCAN2
StyleCAN2/highest_shape_entropy000640.png,StyleCAN2
StyleCAN2/random000957.png,StyleCAN2
StyleCAN2/highest_NN_dist000928.png,StyleCAN2
StyleCAN2/random000073.png,StyleCAN2
StyleCAN2/highest_NN_dist000268.png,StyleCAN2
StyleCAN2/lowest_NN_dist000555.png,StyleCAN2
StyleCAN2/highest_shape_entropy000311.png,StyleCAN2
StyleCAN2/highest_NN_dist000110.png,StyleCAN2
StyleCAN2/highest_NN_dist000391.png,StyleCAN2
StyleCAN2/highest_NN_dist000631.png,StyleCAN2
StyleCAN2/lowest_NN_dist000995.png,StyleCAN2
StyleCAN2/highest_NN_dist000525.png,StyleCAN2
StyleCAN2/highest_NN_dist000897.png,StyleCAN2
StyleCAN2/random000780.png,StyleCAN2
StyleCAN2/random000713.png,StyleCAN2
StyleCAN2/lowest_NN_dist000828.png,StyleCAN2
StyleCAN2/lowest_NN_dist000432.png,StyleCAN2
StyleCAN2/highest_NN_dist000624.png,StyleCAN2
StyleCAN2/highest_NN_dist000155.png,StyleCAN2
StyleCAN2/lowest_NN_dist000651.png,StyleCAN2
StyleCAN2/lowest_NN_dist000089.png,StyleCAN2
StyleCAN2/highest_NN_dist000857.png,StyleCAN2
StyleCAN2/random000638.png,StyleCAN2
StyleCAN2/lowest_NN_dist000506.png,StyleCAN2
StyleCAN2/random000904.png,StyleCAN2
StyleCAN2/highest_shape_entropy000840.png,StyleCAN2
StyleCAN2/highest_NN_dist000739.png,StyleCAN2
StyleCAN2/random000517.png,StyleCAN2
StyleCAN2/random000962.png,StyleCAN2
StyleCAN2/lowest_NN_dist000174.png,StyleCAN2
StyleCAN2/lowest_NN_dist000453.png,StyleCAN2
StyleCAN2/lowest_NN_dist000271.png,StyleCAN2
StyleCAN2/random000320.png,StyleCAN2
StyleCAN2/lowest_NN_dist000610.png,StyleCAN2
StyleCAN2/highest_NN_dist000788.png,StyleCAN2
StyleCAN2/random000307.png,StyleCAN2
StyleCAN2/lowest_NN_dist000886.png,StyleCAN2
StyleCAN2/highest_NN_dist000101.png,StyleCAN2
StyleCAN2/highest_NN_dist000504.png,StyleCAN2
StyleCAN2/highest_shape_entropy000336.png,StyleCAN2
StyleCAN2/lowest_NN_dist000313.png,StyleCAN2
StyleCAN2/highest_shape_entropy000627.png,StyleCAN2
StyleCAN2/random000985.png,StyleCAN2
StyleCAN2/highest_shape_entropy000230.png,StyleCAN2
StyleCAN2/lowest_NN_dist000877.png,StyleCAN2
StyleCAN2/highest_shape_entropy000947.png,StyleCAN2
StyleCAN2/lowest_NN_dist000448.png,StyleCAN2
StyleCAN2/lowest_NN_dist000820.png,StyleCAN2
StyleCAN2/highest_shape_entropy000870.png,StyleCAN2
StyleCAN2/highest_NN_dist000186.png,StyleCAN2
StyleCAN2/random000891.png,StyleCAN2
StyleCAN2/lowest_NN_dist000761.png,StyleCAN2
StyleCAN2/highest_shape_entropy000277.png,StyleCAN2
StyleCAN2/highest_shape_entropy000047.png,StyleCAN2
StyleCAN2/random000400.png,StyleCAN2
StyleCAN2/highest_NN_dist000237.png,StyleCAN2
StyleCAN2/lowest_NN_dist000703.png,StyleCAN2
StyleCAN2/lowest_NN_dist000831.png,StyleCAN2
StyleCAN2/lowest_NN_dist000645.png,StyleCAN2
StyleCAN2/highest_shape_entropy000268.png,StyleCAN2
StyleCAN2/highest_shape_entropy000808.png,StyleCAN2
StyleCAN2/highest_shape_entropy000314.png,StyleCAN2
StyleCAN2/lowest_NN_dist000942.png,StyleCAN2
StyleCAN2/highest_shape_entropy000841.png,StyleCAN2
StyleCAN2/highest_NN_dist000581.png,StyleCAN2
StyleCAN2/highest_shape_entropy000328.png,StyleCAN2
StyleCAN2/random000189.png,StyleCAN2
StyleCAN2/random000907.png,StyleCAN2
StyleCAN2/random000053.png,StyleCAN2
StyleCAN2/lowest_NN_dist000225.png,StyleCAN2
StyleCAN2/highest_NN_dist000635.png,StyleCAN2
StyleCAN2/highest_NN_dist000026.png,StyleCAN2
StyleCAN2/highest_shape_entropy000657.png,StyleCAN2
StyleCAN2/lowest_NN_dist000806.png,StyleCAN2
StyleCAN2/highest_shape_entropy000187.png,StyleCAN2
StyleCAN2/random000261.png,StyleCAN2
StyleCAN2/highest_NN_dist000731.png,StyleCAN2
StyleCAN2/random000148.png,StyleCAN2
StyleCAN2/highest_NN_dist000375.png,StyleCAN2
StyleCAN2/highest_shape_entropy000669.png,StyleCAN2
StyleCAN2/random000750.png,StyleCAN2
StyleCAN2/lowest_NN_dist000143.png,StyleCAN2
StyleCAN2/random000439.png,StyleCAN2
StyleCAN2/highest_shape_entropy000425.png,StyleCAN2
StyleCAN2/highest_shape_entropy000066.png,StyleCAN2
StyleCAN2/lowest_NN_dist000975.png,StyleCAN2
StyleCAN2/lowest_NN_dist000734.png,StyleCAN2
StyleCAN2/lowest_NN_dist000483.png,StyleCAN2
StyleCAN2/random000005.png,StyleCAN2
StyleCAN2/random000613.png,StyleCAN2
StyleCAN2/random000433.png,StyleCAN2
StyleCAN2/random000729.png,StyleCAN2
StyleCAN2/highest_shape_entropy000094.png,StyleCAN2
StyleCAN2/highest_NN_dist000676.png,StyleCAN2
StyleCAN2/highest_shape_entropy000175.png,StyleCAN2
StyleCAN2/lowest_NN_dist000890.png,StyleCAN2
StyleCAN2/random000994.png,StyleCAN2
StyleCAN2/highest_shape_entropy000697.png,StyleCAN2
StyleCAN2/highest_shape_entropy000209.png,StyleCAN2
StyleCAN2/highest_NN_dist000647.png,StyleCAN2
StyleCAN2/random000082.png,StyleCAN2
StyleCAN2/lowest_NN_dist000292.png,StyleCAN2
StyleCAN2/highest_shape_entropy000842.png,StyleCAN2
StyleCAN2/lowest_NN_dist000619.png,StyleCAN2
StyleCAN2/lowest_NN_dist000131.png,StyleCAN2
StyleCAN2/lowest_NN_dist000265.png,StyleCAN2
StyleCAN2/highest_NN_dist000163.png,StyleCAN2
StyleCAN2/lowest_NN_dist000109.png,StyleCAN2
StyleCAN2/highest_shape_entropy000805.png,StyleCAN2
StyleCAN2/highest_NN_dist000407.png,StyleCAN2
StyleCAN2/highest_NN_dist000868.png,StyleCAN2
StyleCAN2/highest_shape_entropy000684.png,StyleCAN2
StyleCAN2/highest_shape_entropy000955.png,StyleCAN2
StyleCAN2/random000343.png,StyleCAN2
StyleCAN2/random000221.png,StyleCAN2
StyleCAN2/random000513.png,StyleCAN2
StyleCAN2/lowest_NN_dist000294.png,StyleCAN2
StyleCAN2/lowest_NN_dist000229.png,StyleCAN2
StyleCAN2/highest_NN_dist000532.png,StyleCAN2
StyleCAN2/highest_shape_entropy000323.png,StyleCAN2
StyleCAN1/lowest_NN_dist423.png,StyleCAN1
StyleCAN1/random442.png,StyleCAN1
StyleCAN1/highest_NN_dist1999.png,StyleCAN1
StyleCAN1/lowest_NN_dist1352.png,StyleCAN1
StyleCAN1/lowest_NN_dist1433.png,StyleCAN1
StyleCAN1/lowest_NN_dist1551.png,StyleCAN1
StyleCAN1/lowest_NN_dist225.png,StyleCAN1
StyleCAN1/highest_shape_entropy69.png,StyleCAN1
StyleCAN1/lowest_NN_dist917.png,StyleCAN1
StyleCAN1/lowest_NN_dist685.png,StyleCAN1
StyleCAN1/highest_shape_entropy35.png,StyleCAN1
StyleCAN1/lowest_NN_dist962.png,StyleCAN1
StyleCAN1/random138.png,StyleCAN1
StyleCAN1/highest_NN_dist1073.png,StyleCAN1
StyleCAN1/highest_shape_entropy722.png,StyleCAN1
StyleCAN1/lowest_NN_dist1379.png,StyleCAN1
StyleCAN1/highest_NN_dist599.png,StyleCAN1
StyleCAN1/highest_shape_entropy118.png,StyleCAN1
StyleCAN1/highest_shape_entropy1650.png,StyleCAN1
StyleCAN1/highest_NN_dist1632.png,StyleCAN1
StyleCAN1/highest_NN_dist1736.png,StyleCAN1
StyleCAN1/random349.png,StyleCAN1
StyleCAN1/highest_shape_entropy927.png,StyleCAN1
StyleCAN1/highest_NN_dist334.png,StyleCAN1
StyleCAN1/highest_shape_entropy612.png,StyleCAN1
StyleCAN1/highest_NN_dist1847.png,StyleCAN1
StyleCAN1/highest_NN_dist1958.png,StyleCAN1
StyleCAN1/highest_shape_entropy308.png,StyleCAN1
StyleCAN1/highest_NN_dist1358.png,StyleCAN1
StyleCAN1/highest_NN_dist746.png,StyleCAN1
StyleCAN1/lowest_NN_dist189.png,StyleCAN1
StyleCAN1/highest_NN_dist801.png,StyleCAN1
StyleCAN1/highest_NN_dist528.png,StyleCAN1
StyleCAN1/highest_NN_dist1317.png,StyleCAN1
StyleCAN1/lowest_NN_dist1748.png,StyleCAN1
StyleCAN1/random1530.png,StyleCAN1
StyleCAN1/highest_shape_entropy1572.png,StyleCAN1
StyleCAN1/lowest_NN_dist1777.png,StyleCAN1
StyleCAN1/highest_shape_entropy48.png,StyleCAN1
StyleCAN1/random289.png,StyleCAN1
StyleCAN1/random88.png,StyleCAN1
StyleCAN1/highest_shape_entropy531.png,StyleCAN1
StyleCAN1/highest_shape_entropy1398.png,StyleCAN1
StyleCAN1/lowest_NN_dist852.png,StyleCAN1
StyleCAN1/highest_NN_dist1654.png,StyleCAN1
StyleCAN1/random915.png,StyleCAN1
StyleCAN1/lowest_NN_dist1386.png,StyleCAN1
StyleCAN1/highest_shape_entropy552.png,StyleCAN1
StyleCAN1/highest_NN_dist530.png,StyleCAN1
StyleCAN1/highest_shape_entropy1259.png,StyleCAN1
StyleCAN1/random1392.png,StyleCAN1
StyleCAN1/random627.png,StyleCAN1
StyleCAN1/random1130.png,StyleCAN1
StyleCAN1/highest_shape_entropy1058.png,StyleCAN1
StyleCAN1/highest_shape_entropy1404.png,StyleCAN1
StyleCAN1/highest_shape_entropy346.png,StyleCAN1
StyleCAN1/highest_NN_dist1149.png,StyleCAN1
StyleCAN1/highest_shape_entropy473.png,StyleCAN1
StyleCAN1/highest_shape_entropy1044.png,StyleCAN1
StyleCAN1/highest_NN_dist257.png,StyleCAN1
StyleCAN1/highest_NN_dist1095.png,StyleCAN1
StyleCAN1/highest_shape_entropy1369.png,StyleCAN1
StyleCAN1/highest_shape_entropy1239.png,StyleCAN1
StyleCAN1/highest_NN_dist1437.png,StyleCAN1
StyleCAN1/lowest_NN_dist694.png,StyleCAN1
StyleCAN1/lowest_NN_dist1969.png,StyleCAN1
StyleCAN1/highest_NN_dist361.png,StyleCAN1
StyleCAN1/random1665.png,StyleCAN1
StyleCAN1/highest_NN_dist1375.png,StyleCAN1
StyleCAN1/lowest_NN_dist1991.png,StyleCAN1
StyleCAN1/highest_NN_dist1789.png,StyleCAN1
StyleCAN1/highest_shape_entropy925.png,StyleCAN1
StyleCAN1/random738.png,StyleCAN1
StyleCAN1/lowest_NN_dist1556.png,StyleCAN1
StyleCAN1/random1967.png,StyleCAN1
StyleCAN1/lowest_NN_dist1120.png,StyleCAN1
StyleCAN1/lowest_NN_dist376.png,StyleCAN1
StyleCAN1/random441.png,StyleCAN1
StyleCAN1/lowest_NN_dist1635.png,StyleCAN1
StyleCAN1/highest_shape_entropy1874.png,StyleCAN1
StyleCAN1/highest_shape_entropy523.png,StyleCAN1
StyleCAN1/highest_NN_dist885.png,StyleCAN1
StyleCAN1/lowest_NN_dist1463.png,StyleCAN1
StyleCAN1/highest_NN_dist1859.png,StyleCAN1
StyleCAN1/highest_shape_entropy942.png,StyleCAN1
StyleCAN1/random1385.png,StyleCAN1
StyleCAN1/highest_shape_entropy1479.png,StyleCAN1
StyleCAN1/highest_shape_entropy1609.png,StyleCAN1
StyleCAN1/highest_NN_dist1866.png,StyleCAN1
StyleCAN1/lowest_NN_dist1925.png,StyleCAN1
StyleCAN1/highest_NN_dist869.png,StyleCAN1
StyleCAN1/highest_NN_dist964.png,StyleCAN1
StyleCAN1/highest_NN_dist1284.png,StyleCAN1
StyleCAN1/random984.png,StyleCAN1
StyleCAN1/highest_shape_entropy1422.png,StyleCAN1
StyleCAN1/highest_NN_dist163.png,StyleCAN1
StyleCAN1/random21.png,StyleCAN1
StyleCAN1/lowest_NN_dist1310.png,StyleCAN1
StyleCAN1/lowest_NN_dist623.png,StyleCAN1
StyleCAN1/highest_NN_dist1218.png,StyleCAN1
StyleCAN1/highest_shape_entropy729.png,StyleCAN1
StyleCAN1/highest_NN_dist1604.png,StyleCAN1
StyleCAN1/lowest_NN_dist1776.png,StyleCAN1
