painting,style
Expressionism/emil-nolde_portrait-of-south-sea-islander-1.jpg,Expressionism
Romanticism/edward-burne-jones_the-heart-desires-the-pygmalion-series-1870.jpg,Romanticism
Northern_Renaissance/pieter-bruegel-the-elder_the-alchemist.jpg,Northern_Renaissance
Realism/james-tissot_men-or-women-of-the-day-no-20-caricature-of-le-viscomte-de-lesseps.jpg,Realism
High_Renaissance/andrea-mantegna_mythological-scene-metamorphoses-of-amymone-1500.jpg,High_Renaissance
Post_Impressionism/henri-martin_collioure-and-red-roofs.jpg,Post_Impressionism
Pointillism/camille-pissarro_peasant-girl-drinking-her-coffee-1881.jpg,Pointillism
Impressionism/berthe-morisot_woman-and-child-in-a-garden-1884.jpg,Impressionism
Pop_Art/patrick-caulfield_sweet-bowl-1967.jpg,Pop_Art
Naive_Art_Primitivism/grã©goire-michonze_scene-de-village-aux-oiseaux-bleus.jpg,Naive_Art_Primitivism
Impressionism/eugene-boudin_saint-valery-sur-somme-the-bridge-on-the-lock-1891.jpg,Impressionism
Realism/volodymyr-orlovsky_a-hot-afternoon-in-the-southern-estate-1868.jpg,Realism
Post_Impressionism/constantin-piliuta_yellow-flowers-2001.jpg,Post_Impressionism
Realism/james-tissot_type-of-jew-1889.jpg,Realism
Abstract_Expressionism/frank-bowling_37528-2008.jpg,Abstract_Expressionism
Post_Impressionism/vincent-van-gogh_churches-at-petersham-and-turnham-green(1).jpg,Post_Impressionism
Northern_Renaissance/jean-fouquet_capture-of-jerusalem-by-herod-the-great-1475.jpg,Northern_Renaissance
Realism/isaac-levitan_village-at-the-edge-of-forest.jpg,Realism
Ukiyo_e/katsushika-hokusai_pheasant-and-snake.jpg,Ukiyo_e
Realism/john-singer-sargent_mr-and-mrs-john-w-field-1882.jpg,Realism
Romanticism/william-turner_ploughing-up-turnips-near-slough.jpg,Romanticism
Impressionism/stefan-dimitrescu_a-cross-on-the-hill.jpg,Impressionism
Realism/theodore-rousseau_long-rock-in-the-forest-of-fontainebleau.jpg,Realism
Realism/volodymyr-orlovsky_huts-in-the-forest-calm-1890(1).jpg,Realism
Realism/james-mcneill-whistler_variations-in-flesh-colour-and-green-the-balcony.jpg,Realism
Post_Impressionism/paula-modersohn-becker_still-life-with-plant-lemon-and-orange.jpg,Post_Impressionism
Rococo/louise-elisabeth-vigee-le-brun_the-genius-of-alexander.jpg,Rococo
Expressionism/umberto-boccioni_kneeling-allegorical-figure.jpg,Expressionism
Minimalism/john-mclaughlin_number-12-1970.jpg,Minimalism
Impressionism/pierre-auguste-renoir_bouquet-of-roses-in-a-blue-vase-1892.jpg,Impressionism
Naive_Art_Primitivism/marc-chagall_the-cowshed-1917.jpg,Naive_Art_Primitivism
Synthetic_Cubism/201_not_detected_207833.jpg!Blog.jpg,Synthetic_Cubism
Impressionism/pierre-auguste-renoir_breakfast-at-berneval-1898.jpg,Impressionism
Expressionism/edvard-munch_the-sun-1916.jpg,Expressionism
Baroque/adriaen-van-de-velde_the-annunciation-1667.jpg,Baroque
Impressionism/joaquã­n-sorolla_academical-painting-from-nature-1887.jpg,Impressionism
Post_Impressionism/edouard-vuillard_sacha-guitry-in-his-dressing-room-1912.jpg,Post_Impressionism
Realism/john-singer-sargent_sir-frank-swettenham-1904.jpg,Realism
Romanticism/william-turner_view-of-saint-germain-ea-laye-and-its-chateau.jpg,Romanticism
Impressionism/paul-gauguin_stabble-near-dieppe-1885.jpg,Impressionism
Naive_Art_Primitivism/fernando-botero_the-murder-of-anna-rosa-caderonne-1.jpg,Naive_Art_Primitivism
Northern_Renaissance/albrecht-durer_studies-of-a-calvary.jpg,Northern_Renaissance
Color_Field_Painting/frank-stella_polar-co-ordinates-variant-iiia-1980.jpg,Color_Field_Painting
Impressionism/claude-monet_the-doges-palace-seen-from-san-giorgio-maggiore-venice.jpg,Impressionism
Minimalism/ellsworth-kelly_horizontal-band-1951.jpg,Minimalism
Naive_Art_Primitivism/fernando-botero_ecce-homo.jpg,Naive_Art_Primitivism
Realism/ivan-shishkin_pine-1892.jpg,Realism
Naive_Art_Primitivism/marc-chagall_after-the-flood-noah-offering-a-sacrifice-to-god-genesis-viii-20-22.jpg,Naive_Art_Primitivism
Post_Impressionism/paul-cezanne_view-of-l-estaque-and-chateaux-d-if-1885.jpg,Post_Impressionism
Realism/ivan-shishkin_fir-forest-on-the-river-kama-1877.jpg,Realism
Early_Renaissance/andrea-mantegna_st-sebastian-1475.jpg,Early_Renaissance
Impressionism/helene-schjerfbeck_maria-1906.jpg,Impressionism
Symbolism/odilon-redon_fantastical.jpg,Symbolism
Romanticism/edwin-henry-landseer_low-life.jpg,Romanticism
Cubism/m.-h.-maxy_portrait-of-tristan-tzara-1924.jpg,Cubism
Rococo/dmitry-levitzky_portrait-of-i-i-dmitriyev.jpg,Rococo
Pointillism/jean-metzinger_paysage-aux-deux-cypr-s-1905.jpg,Pointillism
Northern_Renaissance/hieronymus-bosch_beehive-and-witches.jpg,Northern_Renaissance
Realism/martiros-saryan_mount-ararat-1961.jpg,Realism
Post_Impressionism/paul-gauguin_still-life-with-apples-and-green-vase-1890.jpg,Post_Impressionism
Rococo/pietro-longhi_the-confession.jpg,Rococo
Expressionism/amadeo-de-souza-cardoso_the-leap-of-the-rabbit-1911(1).jpg,Expressionism
Realism/vasily-perov_melting-snow-maiden-sketch.jpg,Realism
Impressionism/frederic-remington_apache-fire-signal-1891.jpg,Impressionism
Art_Nouveau_Modern/alphonse-mucha_north-star-1902.jpg,Art_Nouveau_Modern
Mannerism_Late_Renaissance/paolo-veronese_dead-christ-supported-by-two-angels.jpg,Mannerism_Late_Renaissance
Romanticism/john-william-waterhouse_mariamne-leaving-the-judgement-seat-of-herod-1887.jpg,Romanticism
Art_Nouveau_Modern/gustav-klimt_italian-horticultural-landscape.jpg,Art_Nouveau_Modern
Romanticism/viktor-vasnetsov_princess-eudoxia-1893.jpg,Romanticism
Fauvism/maurice-de-vlaminck_at-the-bar.jpg,Fauvism
Ukiyo_e/utagawa-kuniyoshi_elephant-catching-a-flying-tengu.jpg,Ukiyo_e
Abstract_Expressionism/willem-de-kooning_door-to-the-river.jpg,Abstract_Expressionism
Abstract_Expressionism/vasile-dobrian_look-how-the-moon-steps-on-the-white-lonely-hills-from-the-autumn-series.jpg,Abstract_Expressionism
Realism/henri-fantin-latour_flowers-in-a-clay-pot-1883.jpg,Realism
Realism/vasily-vereshchagin_road-of-the-war-prisoners-1879.jpg,Realism
Art_Nouveau_Modern/kay-nielsen_in-powder-and-crinoline-1912-1.jpg,Art_Nouveau_Modern
Expressionism/serge-sudeikin_cabaret-halt-of-comedians-my-life-1915.jpg,Expressionism
New_Realism/john-french-sloan_wake-of-the-ferry-1907.jpg,New_Realism
Romanticism/ivan-aivazovsky_sea-view-1892.jpg,Romanticism
Art_Nouveau_Modern/henri-de-toulouse-lautrec_horsewoman-1899.jpg,Art_Nouveau_Modern
Art_Nouveau_Modern/koloman-moser_drafts-for-the-exlibris-for-fritz-waerndorfer.jpg,Art_Nouveau_Modern
Realism/vasily-perov_portrait-of-unknown-man-1870.jpg,Realism
Pointillism/camille-pissarro_study-of-a-peasant-in-open-air-also-known-as-peasant-digging-1882.jpg,Pointillism
Rococo/antoine-watteau_autumn.jpg,Rococo
Art_Nouveau_Modern/carl-larsson_my-acid-workshop-where-i-do-my-etching-1910(1).jpg,Art_Nouveau_Modern
Naive_Art_Primitivism/niko-pirosmani_the-white-bear-with-cubs.jpg,Naive_Art_Primitivism
Post_Impressionism/eileen-agar_self-portrait-1927.jpg,Post_Impressionism
Cubism/georges-braque_still-life-with-red-tablecloth-1934.jpg,Cubism
Post_Impressionism/maurice-de-vlaminck_beauce-landscape.jpg,Post_Impressionism
Impressionism/claude-monet_mount-kolsaas-rose-reflection.jpg,Impressionism
Art_Nouveau_Modern/jacques-villon_the-game-of-solitaire-1904.jpg,Art_Nouveau_Modern
Romanticism/maxim-vorobiev_italian-seaside-landscape.jpg,Romanticism
Cubism/jean-david_israel-1960.jpg,Cubism
Realism/odilon-redon_vase-of-flowers-4.jpg,Realism
Realism/charles-francois-daubigny_the-banks-of-the-river-1863.jpg,Realism
Impressionism/john-singer-sargent_corner-of-a-garden.jpg,Impressionism
Cubism/marevna-(marie-vorobieff)_homage-to-friends-from-montparnasse-1962(1).jpg,Cubism
Impressionism/claude-monet_cliff-at-dieppe.jpg,Impressionism
Realism/isaac-levitan_the-halt.jpg,Realism
Romanticism/arthur-hughes_the-long-engagement-1859.jpg,Romanticism
Romanticism/william-turner_windsor-castle-from-the-thames.jpg,Romanticism
Northern_Renaissance/albrecht-durer_the-evil-thief.jpg,Northern_Renaissance
Romanticism/francisco-goya_the-bookseller-s-wife.jpg,Romanticism
Romanticism/dante-gabriel-rossetti_sir-launcelot-in-the-queen-s-chamber.jpg,Romanticism
Minimalism/brice-marden_untitled-1971-1.jpg,Minimalism
Romanticism/francisco-goya_the-duke-of-wellington.jpg,Romanticism
Impressionism/camille-pissarro_landscape-with-strollers-relaxing-under-the-trees-1872.jpg,Impressionism
Pointillism/henri-edmond-cross_the-flowered-column.jpg,Pointillism
Naive_Art_Primitivism/fernand-leger_the-outing-in-the-country-1954.jpg,Naive_Art_Primitivism
Expressionism/chronis-botsoglou_tribute-to-france-hals-1986.jpg,Expressionism
Impressionism/giovanni-fattori_der-graue-tag-strand-mit-fischern-und-booten-1891.jpg,Impressionism
Post_Impressionism/felix-vallotton_the-laundress-1895.jpg,Post_Impressionism
Impressionism/abdullah-suriosubroto_mountain-view.jpg,Impressionism
Cubism/christian-schad_kreuzabnahme-1916.jpg,Cubism
Symbolism/odilon-redon_sacred-heart-1910.jpg,Symbolism
Mannerism_Late_Renaissance/tintoretto_francesco-ii-gonzaga-against-charles-viii-of-france-1495-in-fighting-the-battle-of-the-taro-1580.jpg,Mannerism_Late_Renaissance
Realism/fernand-khnopff_listening-to-schumann-1883.jpg,Realism
Expressionism/theo-van-doesburg_female-nude-on-a-chair-1931.jpg,Expressionism
Early_Renaissance/filippo-lippi_saints-augustin-and-francis-a-bishop-saint-and-saint-benedict.jpg,Early_Renaissance
Art_Nouveau_Modern/mstislav-dobuzhinsky_trinity-bridge-1904.jpg,Art_Nouveau_Modern
Realism/viktor-vasnetsov_russian-proverbs-and-sayings-1867-1.jpg,Realism
Rococo/benjamin-west_francis-osborne-5th-duke-of-leeds.jpg,Rococo
Realism/vincent-van-gogh_peasant-woman-head-4.jpg,Realism
Fauvism/martiros-saryan_pumpkin-and-pepper-1915.jpg,Fauvism
Impressionism/eugene-boudin_street-antibes-1893.jpg,Impressionism
Post_Impressionism/salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,Post_Impressionism
Abstract_Expressionism/jimmy-ernst_exile-1974.jpg,Abstract_Expressionism
Realism/vasily-surikov_portrait-of-khakasy-1909.jpg,Realism
Post_Impressionism/vincent-van-gogh_head-of-a-man-4(1).jpg,Post_Impressionism
Romanticism/francesco-hayez_the-liberation-from-the-prison-of-vettor-pisani-1840.jpg,Romanticism
Color_Field_Painting/ron-gorchov_foley-1967.jpg,Color_Field_Painting
Pointillism/kazimir-malevich_winter-landscape-1906.jpg,Pointillism
Impressionism/vasily-polenov_venice-pipes.jpg,Impressionism
Mannerism_Late_Renaissance/paolo-veronese_the-martyrdom-and-last-communion-of-saint-lucy-1582.jpg,Mannerism_Late_Renaissance
Realism/georgios-jakobides_cold-shower-1898.jpg,Realism
Expressionism/george-segal_untitled-1968.jpg,Expressionism
Northern_Renaissance/albrecht-durer_abduction-of-a-woman-rape-of-the-sabine-women-1495.jpg,Northern_Renaissance
Romanticism/konstantin-makovsky_eastern-woman-gipsy.jpg,Romanticism
Realism/isaac-levitan_three-pines-1886.jpg,Realism
Impressionism/claude-monet_riverbank-at-argenteuil.jpg,Impressionism
Realism/camille-corot_lonesome-valley-1874.jpg,Realism
Impressionism/john-henry-twachtman_connecticut-shore-winter.jpg,Impressionism
Post_Impressionism/gustave-loiseau_port-at-dieppe-1.jpg,Post_Impressionism
Naive_Art_Primitivism/fernando-botero_the-colombian-based.jpg,Naive_Art_Primitivism
Impressionism/john-singer-sargent_captain-herbert-m-sears-on-deck-of-the-schooner-yacht-constellation-1924.jpg,Impressionism
Expressionism/lucian-freud_naked-child-laughing-1963.jpg,Expressionism
Abstract_Expressionism/sam-francis_untitled-1992.jpg,Abstract_Expressionism
High_Renaissance/lorenzo-lotto_a-man-with-letter.jpg,High_Renaissance
Color_Field_Painting/richard-diebenkorn_ocean-park-no-49.jpg,Color_Field_Painting
Post_Impressionism/pyotr-konchalovsky_leningrad-nicholas-bridge-1931.jpg,Post_Impressionism
Symbolism/mikhail-nesterov_the-vision-of-the-young-bartholomew.jpg,Symbolism
Impressionism/giovanni-boldini_symphony-in-gray-1931.jpg,Impressionism
Impressionism/claude-monet_water-lilies-46.jpg,Impressionism
Mannerism_Late_Renaissance/maerten-van-heemskerck_the-belvedere-torso.jpg,Mannerism_Late_Renaissance
Contemporary_Realism/philip-pearlstein_lying-female-nude-on-purple-drape-1968.jpg,Contemporary_Realism
Realism/arkhip-kuindzhi_portrait-of-n-a-jaroshenko.jpg,Realism
Mannerism_Late_Renaissance/tintoretto_the-eternal-father-appears-to-moses-1578.jpg,Mannerism_Late_Renaissance
Romanticism/jean-leon-gerome_pifferari-1.jpg,Romanticism
Post_Impressionism/anita-malfatti_porto-de-m-naco-1926.jpg,Post_Impressionism
Impressionism/claude-monet_grainstacks-at-giverny-sunset.jpg,Impressionism
Naive_Art_Primitivism/marc-chagall_a-blue-cow-1967.jpg,Naive_Art_Primitivism
Early_Renaissance/andrea-mantegna_altarpiece-of-san-zeno-in-verona-right-panel-of-st-benedict-st-lawrence-st-gregory-and-st-john-1459.jpg,Early_Renaissance
Romanticism/karl-bodmer_fort-union-on-the-missouri.jpg,Romanticism
Expressionism/martiros-saryan_gathering-of-grapes-1935.jpg,Expressionism
Realism/james-tissot_jew-and-armenian-1889.jpg,Realism
Impressionism/edgar-degas_the-conversation.jpg,Impressionism
Baroque/adriaen-van-ostade_village-musicians-1.jpg,Baroque
Northern_Renaissance/jan-van-hemessen_judith.jpg,Northern_Renaissance
Realism/james-tissot_at-the-louvre-1.jpg,Realism
Rococo/hubert-robert_the-old-bridge-1775.jpg,Rococo
Expressionism/nikolai-ge_christand-robber.jpg,Expressionism
Cubism/vicente-manansala_man-girl-and-cock-1953.jpg,Cubism
Rococo/william-hogarth_hudibras-encounters-the-skimmington-from-hudibras-by-samuel-butler-1726.jpg,Rococo
Post_Impressionism/paul-gauguin_still-life-with-l-esperance-1901.jpg,Post_Impressionism
Expressionism/balthus_cathy-s-toilette-1933.jpg,Expressionism
Post_Impressionism/pyotr-konchalovsky_hercules-and-omphale-1928.jpg,Post_Impressionism
Impressionism/willard-metcalf_the-winding-road.jpg,Impressionism
Baroque/annibale-carracci_the-dead-christ-1585.jpg,Baroque
Ukiyo_e/katsushika-hokusai_the-giant-mountain-man.jpg,Ukiyo_e
Expressionism/richard-gerstl_ernst-diez-1907(1).jpg,Expressionism
Impressionism/claude-monet_water-lilies-1915.jpg,Impressionism
Romanticism/william-shayer_fisherwomen.jpg,Romanticism
Color_Field_Painting/sam-francis_sculpture-drawing-sf64-571-1964.jpg,Color_Field_Painting
Symbolism/nicholas-roerich_thoughts-of-fire-1934.jpg,Symbolism
Fauvism/janos-mattis-teutsch_landscape-1917-1.jpg,Fauvism
Expressionism/pablo-picasso_the-old-blind-guitarist-1903.jpg,Expressionism
Realism/camille-corot_the-gardens-of-the-villa-d-este-tivoli-1843.jpg,Realism
Mannerism_Late_Renaissance/titian_caricature-of-the-laoc-on-group-1545.jpg,Mannerism_Late_Renaissance
Impressionism/zinaida-serebriakova_in-the-studio-paris-1906.jpg,Impressionism
Cubism/paul-klee_swamp-legend-1919(1).jpg,Cubism
Abstract_Expressionism/forrest-bess_view-of-maya-1951.jpg,Abstract_Expressionism
Post_Impressionism/maurice-prendergast_figures-under-the-flag.jpg,Post_Impressionism
Northern_Renaissance/jean-hey_the-dauphin-charles-orlant-1494.jpg,Northern_Renaissance
Expressionism/viorel-marginean_delta-at-the-black-sea.jpg,Expressionism
Symbolism/pablo-picasso_peasants-1906.jpg,Symbolism
Cubism/arshile-gorky_still-life-composition-no-7.jpg,Cubism
Impressionism/gustave-caillebotte_farmer-s-house-in-trouville.jpg,Impressionism
Realism/aleksey-savrasov_before-the-storm-1850.jpg,Realism
Northern_Renaissance/hieronymus-bosch_christ-carrying-the-cross.jpg,Northern_Renaissance
Expressionism/lovis-corinth_self-portrait-at-the-easel-1922.jpg,Expressionism
Impressionism/paul-gauguin_portrait-of-philibert-favre-1885.jpg,Impressionism
Realism/martiros-saryan_spring-day-1935.jpg,Realism
Minimalism/brice-marden_hydra-group-x-1981.jpg,Minimalism
Northern_Renaissance/albrecht-durer_chest.jpg,Northern_Renaissance
Realism/vladimir-makovsky_summer-1896-1.jpg,Realism
Impressionism/stefan-popescu_roofs-under-snow-1927.jpg,Impressionism
Post_Impressionism/henri-matisse_moorish-woman-with-upheld-arms-1923.jpg,Post_Impressionism
Realism/pyotr-konchalovsky_anemone-1930.jpg,Realism
Color_Field_Painting/brice-marden_cogitatio-1978.jpg,Color_Field_Painting
Expressionism/ernst-ludwig-kirchner_book-illustration-side-of-the-military-road.jpg,Expressionism
Expressionism/wassily-kandinsky_bedroom-in-aintmillerstrasse-1909.jpg,Expressionism
Impressionism/vasily-surikov_portrait-of-woman-with-yellow-background-1911.jpg,Impressionism
Romanticism/jan-matejko_konrad-i-of-masovia.jpg,Romanticism
Romanticism/sir-lawrence-alma-tadema_comparisons-1892.jpg,Romanticism
Impressionism/gregoire-boonzaier_figures-and-cottages-1966.jpg,Impressionism
Color_Field_Painting/helen-frankenthaler_air-frame-1965.jpg,Color_Field_Painting
Realism/ivan-kramskoy_portrait-of-the-artist-pavel-petrovich-chistyakova-1860.jpg,Realism
Post_Impressionism/pierre-bonnard_woman-at-her-window.jpg,Post_Impressionism
Pop_Art/marjorie-strider_nestle-s-box-1973.jpg,Pop_Art
Impressionism/claude-monet_the-pyramids-at-port-coton-1.jpg,Impressionism
Realism/vasily-surikov_annunciation-1914.jpg,Realism
Naive_Art_Primitivism/marc-chagall_noah-s-ark.jpg,Naive_Art_Primitivism
Art_Nouveau_Modern/raphael-kirchner_milkmaid.jpg,Art_Nouveau_Modern
Realism/ilya-repin_portrait-of-s-f-mamontova-1879.jpg,Realism
Rococo/maurice-quentin-de-la-tour_the-marshal-de-belle-isle.jpg,Rococo
Realism/pavel-fedotov_portrait-of-m-m-rodivanovsky.jpg,Realism
Cubism/piet-mondrian_still-life-with-gingerpot-2-1912.jpg,Cubism
Expressionism/martiros-saryan_mount-shamiram-1922.jpg,Expressionism
Post_Impressionism/mikhail-nesterov_portrait-of-alexey-shchusev-1941.jpg,Post_Impressionism
Post_Impressionism/vincent-van-gogh_vincent-s-house-1888.jpg,Post_Impressionism
Synthetic_Cubism/juan-gris_still-life-with-guitar-1920.jpg,Synthetic_Cubism
Baroque/diego-velazquez_philip-iv-in-armor.jpg,Baroque
Symbolism/nicholas-roerich_living-water-1915.jpg,Symbolism
Romanticism/gustave-dore_the-styx-phlegyas(1).jpg,Romanticism
Realism/isaac-levitan_portrait-of-sofia-petrovna-kuvshinnikov-1888.jpg,Realism
Realism/john-singer-sargent_rose-marie-ormond-1912.jpg,Realism
Impressionism/alfred-sisley_the-seine-at-bougival-1873.jpg,Impressionism
Post_Impressionism/jacques-villon_the-game-of-backgammon-1903.jpg,Post_Impressionism
Impressionism/adam-baltatu_dobrujan-landscape.jpg,Impressionism
Naive_Art_Primitivism/lyonel-feininger_trumpeter-trompeter-1918.jpg,Naive_Art_Primitivism
Naive_Art_Primitivism/marc-chagall_couple-and-fish-1964.jpg,Naive_Art_Primitivism
Realism/camille-corot_a-road-through-the-trees-1870.jpg,Realism
Romanticism/john-william-waterhouse_the-shrine.jpg,Romanticism
Symbolism/konstantinos-parthenis_christ-1900.jpg,Symbolism
Art_Nouveau_Modern/boris-kustodiev_festivities.jpg,Art_Nouveau_Modern
Symbolism/konstantin-bogaevsky_atlantis-1922.jpg,Symbolism
Impressionism/joaquã­n-sorolla_italian-girl-with-flowers-1886.jpg,Impressionism
Northern_Renaissance/lucas-cranach-the-elder_judith-1.jpg,Northern_Renaissance
Expressionism/329_not_detected_235995.jpg!Blog.jpg,Expressionism
Pop_Art/peter-blake_red-power-1972.jpg,Pop_Art
Naive_Art_Primitivism/marc-chagall_abraham-and-three-angels-2.jpg,Naive_Art_Primitivism
Romanticism/gustave-dore_don-quixote-46.jpg,Romanticism
Romanticism/jan-matejko_sobieski-ii.jpg,Romanticism
Cubism/leopold-survage_the-beauty-and-the-beast.jpg,Cubism
Romanticism/john-atkinson-grimshaw_in-the-golden-gloaming-1881.jpg,Romanticism
Impressionism/edgar-degas_dancers-in-pink-1885.jpg,Impressionism
Post_Impressionism/vincent-van-gogh_carriage(1).jpg,Post_Impressionism
Naive_Art_Primitivism/fernando-botero_vallecas-the-child-after-velasquez.jpg,Naive_Art_Primitivism
Realism/vincent-van-gogh_lower-part-of-the-windmill-de-laakmolen-1882.jpg,Realism
Impressionism/john-henry-twachtman_the-white-bridge-2.jpg,Impressionism
Minimalism/richard-tuttle_what-color-how-to-make-1967.jpg,Minimalism
Impressionism/paul-gauguin_the-port-of-rouen-1884.jpg,Impressionism
Romanticism/edwin-henry-landseer_eos-a-favorite-greyhound-of-prince-albert.jpg,Romanticism
Color_Field_Painting/ronnie-landfield_the-arc-1986.jpg,Color_Field_Painting
Impressionism/pierre-auguste-renoir_lighthouse-and-fort-carre-antibes-1916.jpg,Impressionism
Early_Renaissance/paolo-uccello_scenes-of-monastic-life-2.jpg,Early_Renaissance
Realism/thomas-eakins_studies-for-william-rush-1876-1.jpg,Realism
Naive_Art_Primitivism/grã©goire-michonze_shepherds-in-the-valley-1981.jpg,Naive_Art_Primitivism
Symbolism/henri-fantin-latour_woman-at-her-toillette-1898.jpg,Symbolism
